"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"pak","pak","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.0",NA,"R (>= 3.2)","tools, utils",NA,"callr (>= 3.7.0), cli (>= 3.2.0), covr, curl (>= 4.3.2), desc
(>= 1.4.1), digest, distro, filelock (>= 1.0.2), gitcreds, glue
(>= 1.6.2), mockery, pingr, jsonlite (>= 1.8.0), pkgcache (>=
2.0.1), pkgdepends (>= 0.3.0), pkgsearch (>= 3.1.0),
prettyunits, processx (>= 3.5.2), ps (>= 1.6.0), rprojroot (>=
2.0.2), rstudioapi, testthat, withr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"palmerpenguins","palmerpenguins","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1.0",NA,"R (>= 2.10)",NA,NA,"knitr, rmarkdown, tibble, ggplot2, dplyr, tidyr, recipes",NA,"CC0",NA,NA,NA,NA,"no","4.2.0"
"pamr","pamr","C:/Users/romai/AppData/Local/R/win-library/4.2","1.56.1",NA,"R (>= 2.10), cluster, survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"pander","pander","C:/Users/romai/AppData/Local/R/win-library/4.2","0.6.5",NA,"R (>= 2.15.0)","grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp","Rcpp","grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en, logger,
survival, microbenchmark, zoo, nlme, descr, MASS, knitr,
rmarkdown, tables, reshape, memisc, Epi, randomForest, tseries,
gtable, rms, forecast, data.table",NA,"AGPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"panelr","panelr","C:/Users/romai/AppData/Local/R/win-library/4.2","0.7.6",NA,"R (>= 3.4.0), lme4","crayon, dplyr, Formula, ggplot2, jtools (>= 2.0.1), lmerTest,
magrittr, methods, purrr, rlang (>= 0.3.0), stringr, tibble (>=
2.0.0)",NA,"brms, broom.mixed, car, clubSandwich, geepack, generics,
nlme, plm, sandwich, skimr, tidyr (>= 0.8.3), testthat, covr,
knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"parallelly","parallelly","C:/Users/romai/AppData/Local/R/win-library/4.2","1.31.1",NA,NA,"parallel, tools, utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.0"
"parameters","parameters","C:/Users/romai/AppData/Local/R/win-library/4.2","0.18.1",NA,"R (>= 3.4)","bayestestR (>= 0.11.5), datawizard (>= 0.4.1), insight (>=
0.17.1), graphics, methods, stats, utils",NA,"AER, afex, aod, BayesFactor, BayesFM, bbmle, betareg, biglm,
blme, boot, brglm2, brms, broom, cAIC4, car, cgam,
ClassDiscovery, clubSandwich, cluster, cplm, dbscan, drc, DRR,
effectsize (>= 0.6.0), EGAnet (>= 0.7), emmeans (>= 1.7.0),
factoextra, FactoMineR, fastICA, fixest, fpc, gam, gamlss, gee,
geepack, ggplot2, GLMMadaptive, glmmTMB, GPArotation, gt, httr,
ivprobit, ivreg, knitr, lavaan, lavaSearch2, lfe, lm.beta,
lme4, lmerTest, lmtest, logspline, lqmm, M3C, magrittr,
marginaleffects, MASS, Matrix, mclust, MCMCglmm, mediation,
merDeriv, metaBMA, metafor, mfx, mgcv, mice, multcomp, MuMIn,
NbClust, nFactors, nlme, nnet, openxlsx, ordinal, panelr,
pbkrtest, PCDimension, performance (>= 0.8.0), plm, PMCMRplus,
poorman, posterior, PROreg, pscl, psych, pvclust, quantreg,
randomForest, rmarkdown, rms, rstanarm, sandwich, see (>=
0.6.9), sjstats, spelling, survey, survival, testthat, TMB,
tripack, truncreg, VGAM, WRS2",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"parsedate","parsedate","C:/Users/romai/AppData/Local/R/win-library/4.2","1.3.0",NA,NA,NA,NA,"covr, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"parsnip","parsnip","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.1",NA,"R (>= 2.10)","cli, dplyr (>= 0.8.0.1), generics (>= 0.1.0.9000), ggplot2,
globals, glue, hardhat (>= 0.1.6.9001), lifecycle, magrittr,
prettyunits, purrr, rlang (>= 0.3.1), stats, tibble (>= 2.1.1),
tidyr (>= 1.0.0), utils, vctrs (>= 0.2.0), withr",NA,"C50, covr, dials (>= 0.0.10.9001), earth, tensorflow,
ggrepel, keras, kernlab, kknn, knitr, LiblineaR, MASS, Matrix,
mgcv, modeldata, nlme, ranger (>= 0.12.0), remotes, rmarkdown,
rpart, sparklyr (>= 1.0.0), survival, testthat, xgboost (>=
1.5.0.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"partitions","partitions","C:/Users/romai/AppData/Local/R/win-library/4.2","1.10-4",NA,"R (>= 3.6.0)","gmp, polynom, sets, mathjaxr",NA,"testthat",NA,"GPL",NA,NA,NA,NA,"yes","4.2.0"
"party","party","C:/Users/romai/AppData/Local/R/win-library/4.2","1.3-10",NA,"R (>= 3.0.0), methods, grid, stats, mvtnorm (>= 1.0-2),
modeltools (>= 0.2-21), strucchange","survival (>= 2.37-7), coin (>= 1.1-0), zoo, sandwich (>=
1.1-1)","mvtnorm","TH.data (>= 1.0-3), mlbench, colorspace, MASS, vcd, ipred,
varImp, randomForest",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"partykit","partykit","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2-15",NA,"R (>= 3.5.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",NA,"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools (>= 0.3-0), psychotree, party
(>= 1.3-0), randomForest",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"PASWR","PASWR","C:/Users/romai/AppData/Local/R/win-library/4.2","1.3",NA,"lattice","MASS, e1071",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"patchwork","patchwork","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1.1",NA,NA,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics",NA,"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"pbapply","pbapply","C:/Users/romai/AppData/Local/R/win-library/4.2","1.5-0",NA,"R (>= 3.2.0)","parallel",NA,"shiny",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"pbivnorm","pbivnorm","C:/Users/romai/AppData/Local/R/win-library/4.2","0.6.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"pbkrtest","pbkrtest","C:/Users/romai/AppData/Local/R/win-library/4.2","0.5.1",NA,"R (>= 3.5.0), lme4 (>= 1.1.10)","broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"pbmcapply","pbmcapply","C:/Users/romai/AppData/Local/R/win-library/4.2","1.5.1",NA,"utils, parallel",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"PBSmapping","PBSmapping","C:/Users/romai/AppData/Local/R/win-library/4.2","2.73.0",NA,"R (>= 3.5.0)",NA,NA,"foreign, maptools, deldir",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"pcaPP","pcaPP","C:/Users/romai/AppData/Local/R/win-library/4.2","2.0-1",NA,NA,"mvtnorm, methods",NA,"robustbase",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.0"
"PCICt","PCICt","C:/Users/romai/AppData/Local/R/win-library/4.2","0.5-4.1",NA,"R (>= 2.12.0), methods, graphics",NA,NA,"RUnit",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"pcse","pcse","C:/Users/romai/AppData/Local/R/win-library/4.2","1.9.1.1",NA,NA,NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.0"
"pdftools","pdftools","C:/Users/romai/AppData/Local/R/win-library/4.2","3.2.1",NA,NA,"Rcpp (>= 0.12.12), qpdf","Rcpp","png, webp, tesseract, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"pedigree","pedigree","C:/Users/romai/AppData/Local/R/win-library/4.2","1.4",NA,"Matrix, HaploSim (>= 1.8.4), reshape",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"pedigreemm","pedigreemm","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3-3",NA,"R(>= 3.0.0), lme4 (>= 1.0), Matrix (>= 1.0), methods",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"penalized","penalized","C:/Users/romai/AppData/Local/R/win-library/4.2","0.9-52",NA,"R (>= 2.10.0), survival, methods","Rcpp","Rcpp, RcppArmadillo","globaltest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"performance","performance","C:/Users/romai/AppData/Local/R/win-library/4.2","0.9.0",NA,"R (>= 3.4)","bayestestR (>= 0.11.5), insight (>= 0.17.0), datawizard (>=
0.3.0), methods, stats, utils",NA,"AER, afex, BayesFactor, bayesplot, betareg, bigutilsr,
blavaan, brms, car, CompQuadForm, correlation, cplm, dbscan,
fixest, forecast, gamm4, ggplot2, glmmTMB, httr, ICS,
ICSOutlier, ISLR, lavaan, lme4, lmtest, loo, magrittr, MASS,
Matrix, mclust, metafor, mgcv, mlogit, multimode, nlme,
nonnest2, ordinal, parallel, parameters, patchwork, poorman,
pscl, psych, randomForest, rmarkdown, rstanarm, rstantools,
sandwich, see, spelling, survey, survival, testthat, tweedie,
VGAM",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"permute","permute","C:/Users/romai/AppData/Local/R/win-library/4.2","0.9-7",NA,"R (>= 2.14.0)","stats",NA,"vegan (>= 2.0-0), testthat (>= 0.5), parallel, knitr,
rmarkdown, bookdown, sessioninfo",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"phangorn","phangorn","C:/Users/romai/AppData/Local/R/win-library/4.2","2.8.1",NA,"ape (>= 5.5), R (>= 4.1.0)","fastmatch, graphics, grDevices, igraph (>= 1.0), Matrix,
methods, parallel, quadprog, Rcpp, stats, utils","Rcpp","Biostrings, knitr, magick, prettydoc, rgl, rmarkdown, seqinr,
seqLogo, tinytest, xtable",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"phylobase","phylobase","C:/Users/romai/AppData/Local/R/win-library/4.2","0.8.10",NA,NA,"ade4, ape (>= 3.0), Rcpp (>= 0.11.0), rncl (>= 0.6.0), grid,
methods, stats, RNeXML","Rcpp","MASS, testthat (>= 0.8.1), knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"phylolm","phylolm","C:/Users/romai/AppData/Local/R/win-library/4.2","2.6.2",NA,"R (>= 4.0), ape","future.apply",NA,"testthat",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"pillar","pillar","C:/Users/romai/AppData/Local/R/win-library/4.2","1.8.1",NA,NA,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.3.8)",NA,"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"pingr","pingr","C:/Users/romai/AppData/Local/R/win-library/4.2","2.0.1",NA,NA,"processx, utils",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"pixmap","pixmap","C:/Users/romai/AppData/Local/R/win-library/4.2","0.4-12",NA,NA,"methods, graphics, grDevices",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"pkgbuild","pkgbuild","C:/Users/romai/AppData/Local/R/win-library/4.2","1.3.1",NA,"R (>= 3.1)","callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.3.0)",NA,"Rcpp, cpp11, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"pkgconfig","pkgconfig","C:/Users/romai/AppData/Local/R/win-library/4.2","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"pkgdown","pkgdown","C:/Users/romai/AppData/Local/R/win-library/4.2","2.0.3",NA,"R (>= 3.1.0)","bslib (>= 0.3.1), callr (>= 2.0.2), crayon, desc, digest,
downlit (>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite,
magrittr, memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml",NA,"covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"pkgKitten","pkgKitten","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.2",NA,NA,NA,NA,"whoami (>= 1.1.0), tinytest, roxygen2",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"pkgload","pkgload","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2.4",NA,NA,"cli, crayon, desc, methods, rlang, rprojroot, rstudioapi,
utils, withr",NA,"bitops, covr, pkgbuild, Rcpp, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"PKPDmodels","PKPDmodels","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.2",NA,"R(>= 2.13.0)","compiler",NA,"lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.2.0"
"plainview","plainview","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.0",NA,"R (>= 2.10), methods","htmltools, htmlwidgets, lattice, png, raster, viridisLite",NA,"shiny, sf, sp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"plm","plm","C:/Users/romai/AppData/Local/R/win-library/4.2","2.6-1",NA,"R (>= 3.2.0)","MASS, bdsmatrix, collapse (>= 1.6.0), zoo, nlme, sandwich,
lattice, lmtest, maxLik, Rdpack, Formula, stats",NA,"AER, car, statmod, urca, pder, texreg, knitr, rmarkdown,
fixest, lfe",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"plogr","plogr","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"plot3D","plot3D","C:/Users/romai/AppData/Local/R/win-library/4.2","1.4",NA,"R (>= 2.15)","misc3d, stats, graphics, grDevices, methods",NA,NA,NA,"GPL (>= 3.0)",NA,NA,NA,NA,"no","4.2.0"
"plotly","plotly","C:/Users/romai/AppData/Local/R/win-library/4.2","4.10.0",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, testthat, knitr,
devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, Cairo, broom, webshot, listviewer, dendextend,
maptools, rgeos, sf, png, IRdisplay, processx, plotlyGeoAssets,
forcats, palmerpenguins, rversions, reticulate",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"plotmo","plotmo","C:/Users/romai/AppData/Local/R/win-library/4.2","3.6.2",NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",NA,NA,"C50 (>= 0.1.0-24), earth (>= 5.1.2), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-51), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-15), rpart.plot (>= 3.0.8)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"plotrix","plotrix","C:/Users/romai/AppData/Local/R/win-library/4.2","3.8-2",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"pls","pls","C:/Users/romai/AppData/Local/R/win-library/4.2","2.8-0",NA,"R (>= 2.10)","grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi, testthat, RUnit",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"plyr","plyr","C:/Users/romai/AppData/Local/R/win-library/4.2","1.8.8",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"png","png","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1-7",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"poLCA","poLCA","C:/Users/romai/AppData/Local/R/win-library/4.2","1.6.0.1",NA,"scatterplot3d, MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"polspline","polspline","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1.20",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"polyclip","polyclip","C:/Users/romai/AppData/Local/R/win-library/4.2","1.10-0",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.2.0"
"polycor","polycor","C:/Users/romai/AppData/Local/R/win-library/4.2","0.8-1",NA,"R (>= 3.3.0)","stats, mvtnorm, Matrix, parallel, admisc (>= 0.22)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"polynom","polynom","C:/Users/romai/AppData/Local/R/win-library/4.2","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"pool","pool","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1.6",NA,"methods, R (>= 3.0.0)","DBI, R6, later (>= 1.0.0)",NA,"testthat, tibble, dplyr, dbplyr, RSQLite, RMySQL",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"poorman","poorman","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.5",NA,"R (>= 3.5)",NA,NA,"knitr, pkgdown, rmarkdown, roxygen2, tinytest",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"posterior","posterior","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2.1",NA,"R (>= 3.2.0)","abind, checkmate, rlang (>= 0.4.7), stats, tibble (>= 3.0.0),
vctrs, tensorA, pillar, distributional, parallel, matrixStats",NA,"testthat (>= 2.1.0), caret (>= 6.0.84), gbm (>= 2.1.8),
randomForest (>= 4.6.14), e1071 (>= 1.7.3), dplyr, tidyr,
knitr, rmarkdown",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"ppcor","ppcor","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1",NA,"R (>= 2.6.0), MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"pracma","pracma","C:/Users/romai/AppData/Local/R/win-library/4.2","2.3.8",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.0"
"praise","praise","C:/Users/romai/AppData/Local/R/win-library/4.2","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"prediction","prediction","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.14",NA,"R (>= 3.5.0)","utils, stats, data.table",NA,"datasets, methods, testthat","AER, aod, betareg, biglm, brglm, caret, crch, e1071, earth,
ff, ffbase, gam (>= 1.15), gee, glmnet, glmx, kernlab, lme4,
MASS, mclogit, mda, mlogit, MNP, nlme, nnet, ordinal, plm,
pscl, quantreg, rpart, sampleSelection, speedglm, survey (>=
3.31-5), survival, truncreg, VGAM","MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"prettydoc","prettydoc","C:/Users/romai/AppData/Local/R/win-library/4.2","0.4.1",NA,NA,"rmarkdown (>= 1.17)",NA,"knitr, KernSmooth",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.2.0"
"prettymapr","prettymapr","C:/Users/romai/AppData/Local/R/win-library/4.2","0.2.3",NA,NA,"digest, rjson, httr, plyr",NA,"maptools, raster, rosm, rgdal, sp",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"prettyunits","prettyunits","C:/Users/romai/AppData/Local/R/win-library/4.2","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"pROC","pROC","C:/Users/romai/AppData/Local/R/win-library/4.2","1.18.0",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.0"
"processx","processx","C:/Users/romai/AppData/Local/R/win-library/4.2","3.5.3",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.0), cli (>= 1.1.0), codetools, covr, curl,
debugme, parallel, testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"prodlim","prodlim","C:/Users/romai/AppData/Local/R/win-library/4.2","2019.11.13",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"profileModel","profileModel","C:/Users/romai/AppData/Local/R/win-library/4.2","0.6.1",NA,"R (>= 2.6.0)",NA,NA,"MASS, gnm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"profmem","profmem","C:/Users/romai/AppData/Local/R/win-library/4.2","0.6.0",NA,NA,"utils",NA,"R.rsp, markdown, microbenchmark",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.0"
"profvis","profvis","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.7",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"progress","progress","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.0"
"progressr","progressr","C:/Users/romai/AppData/Local/R/win-library/4.2","0.10.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, crayon, pbmcapply, progress, purrr,
foreach, plyr, doFuture, future, future.apply, furrr,
rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.0"
"promises","promises","C:/Users/romai/AppData/Local/R/win-library/4.2","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"proxy","proxy","C:/Users/romai/AppData/Local/R/win-library/4.2","0.4-26",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"pryr","pryr","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1.5",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0), lobstr","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"ps","ps","C:/Users/romai/AppData/Local/R/win-library/4.2","1.7.0",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat (>= 3.0.0), tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"pscl","pscl","C:/Users/romai/AppData/Local/R/win-library/4.2","1.5.5",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"pspearman","pspearman","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3-1",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"psych","psych","C:/Users/romai/AppData/Local/R/win-library/4.2","2.2.5",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"purrr","purrr","C:/Users/romai/AppData/Local/R/win-library/4.2","0.3.4",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"qap","qap","C:/Users/romai/AppData/Local/R/win-library/4.2","0.1-1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.0"
"qdap","qdap","C:/Users/romai/AppData/Local/R/win-library/4.2","2.4.3",NA,"R (>= 3.1.0), qdapDictionaries (>= 1.0.2), qdapRegex (>=
0.1.2), qdapTools (>= 1.3.1), RColorBrewer","chron, dplyr (>= 0.3), gender (>= 0.5.1), ggplot2 (>= 2.1.0),
grid, gridExtra, igraph, methods, NLP, openNLP (>= 0.2-1),
openxlsx, parallel, plotrix, RCurl, reshape2, scales,
stringdist, tidyr, tm (>= 0.7.6), tools, utils, venneuler,
wordcloud, XML",NA,"koRpus, knitr, lda, proxy, stringi, SnowballC, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"qdapDictionaries","qdapDictionaries","C:/Users/romai/AppData/Local/R/win-library/4.2","1.0.7",NA,"R (>= 3.0.0)","methods, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
